Journal_Entry_Line,Amount,Journal_Entry_Text,Account_Number,Posting_Date,User_ID,Creation_Date,Debit,Credit,Debit_Credit_Type,Month,Weekday,Product,Branch
1489,-2010.00,Filiale_1090__Apfel,3908000304,2022-02-26,FW,2022-02-28,0.00,-2010.00,H,12,Saturday,Apfel,Filiale_1090
1490,-226125.00,Filiale_1090__Apfel,3908000304,2022-02-28,FW,2022-02-28,0.00,-226125.00,H,12,Monday,Apfel,Filiale_1090
1491,-5377016.33,Filiale_1090__Apfel,3908000304,2022-03-01,FW,2022-03-31,0.00,-5377016.33,H,12,Tuesday,Apfel,Filiale_1090
1492,-72211.26,Filiale_1090__Apfel,3908000304,2022-03-02,FW,2022-03-31,0.00,-72211.26,H,12,Wednesday,Apfel,Filiale_1090
1493,-2064850.89,Filiale_1090__Apfel,3908000304,2022-03-03,FW,2022-03-31,0.00,-2064850.89,H,12,Thursday,Apfel,Filiale_1090
1494,-1945150.37,Filiale_1090__Apfel,3908000304,2022-03-04,FW,2022-03-31,0.00,-1945150.37,H,12,Friday,Apfel,Filiale_1090
1495,-957612.24,Filiale_1090__Apfel,3908000304,2022-03-05,FW,2022-03-31,0.00,-957612.24,H,12,Saturday,Apfel,Filiale_1090
1496,-239403.06,Filiale_1090__Apfel,3908000304,2022-03-05,FW,2022-03-31,0.00,-239403.06,H,12,Saturday,Apfel,Filiale_1090
1497,-407025.00,Filiale_1090__Apfel,3908000304,2022-03-07,FW,2022-03-31,0.00,-407025.00,H,12,Monday,Apfel,Filiale_1090
1498,-8040.00,Filiale_1090__Apfel,3908000304,2022-03-08,FW,2022-03-31,0.00,-8040.00,H,12,Tuesday,Apfel,Filiale_1090
1499,-31657.50,Filiale_1090__Apfel,3908000304,2022-03-09,FW,2022-03-31,0.00,-31657.50,H,12,Wednesday,Apfel,Filiale_1090
1500,-490865.12,Filiale_1090__Apfel,3908000304,2022-03-10,FW,2022-03-31,0.00,-490865.12,H,12,Thursday,Apfel,Filiale_1090
1501,-17166.41,Filiale_1090__Apfel,3908000304,2022-03-11,FW,2022-03-31,0.00,-17166.41,H,12,Friday,Apfel,Filiale_1090
1502,-1306986.42,Filiale_1090__Apfel,3908000304,2022-03-12,FW,2022-03-31,0.00,-1306986.42,H,12,Saturday,Apfel,Filiale_1090
1503,-227647.58,Filiale_1090__Apfel,3908000304,2022-03-12,FW,2022-03-31,0.00,-227647.58,H,12,Saturday,Apfel,Filiale_1090
1504,-462409.55,Filiale_1090__Apfel,3908000304,2022-03-14,FW,2022-03-31,0.00,-462409.55,H,12,Monday,Apfel,Filiale_1090
1505,-56912.15,Filiale_1090__Apfel,3908000304,2022-03-15,FW,2022-03-31,0.00,-56912.15,H,12,Tuesday,Apfel,Filiale_1090
1506,-4020.00,Filiale_1090__Apfel,3908000304,2022-03-16,FW,2022-03-31,0.00,-4020.00,H,12,Wednesday,Apfel,Filiale_1090
1507,-153765.00,Filiale_1090__Apfel,3908000304,2022-03-17,FW,2022-03-31,0.00,-153765.00,H,12,Thursday,Apfel,Filiale_1090
1508,-11959.50,Filiale_1090__Apfel,3908000304,2022-03-18,FW,2022-03-31,0.00,-11959.50,H,12,Friday,Apfel,Filiale_1090
1509,-33348.92,Filiale_1090__Apfel,3908000304,2022-03-19,FW,2022-03-31,0.00,-33348.92,H,12,Saturday,Apfel,Filiale_1090
1510,-4104.42,Filiale_1090__Apfel,3908000304,2022-03-19,FW,2022-03-31,0.00,-4104.42,H,12,Saturday,Apfel,Filiale_1090
1511,-16417.68,Filiale_1090__Apfel,3908000304,2022-03-21,FW,2022-03-31,0.00,-16417.68,H,12,Monday,Apfel,Filiale_1090
1512,-1238.16,Filiale_1090__Apfel,3908000304,2022-03-22,FW,2022-03-31,0.00,-1238.16,H,12,Tuesday,Apfel,Filiale_1090
1513,-35400.12,Filiale_1090__Apfel,3908000304,2022-03-23,FW,2022-03-31,0.00,-35400.12,H,12,Wednesday,Apfel,Filiale_1090
1514,-92963.51,Filiale_1090__Apfel,3908000304,2022-03-24,FW,2022-03-31,0.00,-92963.51,H,12,Thursday,Apfel,Filiale_1090
1515,-2125.58,Filiale_1090__Apfel,3908000304,2022-03-25,FW,2022-03-31,0.00,-2125.58,H,12,Friday,Apfel,Filiale_1090
1516,-703.50,Filiale_1090__Apfel,3908000304,2022-03-26,FW,2022-03-31,0.00,-703.50,H,12,Saturday,Apfel,Filiale_1090
1517,-9045.00,Filiale_1090__Apfel,3908000304,2022-03-26,FW,2022-03-31,0.00,-9045.00,H,12,Saturday,Apfel,Filiale_1090
1518,-276473.49,Filiale_1090__Apfel,3908000304,2022-03-28,FW,2022-03-31,0.00,-276473.49,H,12,Monday,Apfel,Filiale_1090
1519,-6262635.39,Filiale_1090__Apfel,3908000304,2022-03-29,FW,2022-03-31,0.00,-6262635.39,H,12,Tuesday,Apfel,Filiale_1090
1520,-2384587.62,Filiale_1090__Apfel,3908000304,2022-03-30,FW,2022-03-31,0.00,-2384587.62,H,12,Wednesday,Apfel,Filiale_1090
1521,-83392.89,Filiale_1090__Apfel,3908000304,2022-03-31,FW,2022-03-31,0.00,-83392.89,H,12,Thursday,Apfel,Filiale_1090
1522,-2246350.88,Filiale_1090__Apfel,3908000304,2022-04-01,FW,2022-04-30,0.00,-2246350.88,H,12,Friday,Apfel,Filiale_1090
1523,-1105895.97,Filiale_1090__Apfel,3908000304,2022-04-02,FW,2022-04-30,0.00,-1105895.97,H,12,Saturday,Apfel,Filiale_1090
1524,-22512.00,Filiale_1090__Apfel,3908000304,2022-04-02,FW,2022-04-30,0.00,-22512.00,H,12,Saturday,Apfel,Filiale_1090
1525,-4020.00,Filiale_1090__Apfel,3908000304,2022-04-04,FW,2022-04-30,0.00,-4020.00,H,12,Monday,Apfel,Filiale_1090
1526,-289440.00,Filiale_1090__Apfel,3908000304,2022-04-05,FW,2022-04-30,0.00,-289440.00,H,12,Tuesday,Apfel,Filiale_1090
1536,-265242.62,Filiale_1090__Apfel,3908000304,2022-04-15,FW,2022-04-30,0.00,-265242.62,H,12,Friday,Apfel,Filiale_1090
1537,-538774.47,Filiale_1090__Apfel,3908000304,2022-04-16,FW,2022-04-30,0.00,-538774.47,H,12,Saturday,Apfel,Filiale_1090
1538,-66310.91,Filiale_1090__Apfel,3908000304,2022-04-16,FW,2022-04-30,0.00,-66310.91,H,12,Saturday,Apfel,Filiale_1090
1539,-571929.42,Filiale_1090__Apfel,3908000304,2022-04-18,FW,2022-04-30,0.00,-571929.42,H,12,Monday,Apfel,Filiale_1090
1540,-1523057.40,Filiale_1090__Apfel,3908000304,2022-04-19,FW,2022-04-30,0.00,-1523057.40,H,12,Tuesday,Apfel,Filiale_1090
1541,-20001.51,Filiale_1090__Apfel,3908000304,2022-04-20,FW,2022-04-30,0.00,-20001.51,H,12,Wednesday,Apfel,Filiale_1090
1542,-45225.00,Filiale_1090__Apfel,3908000304,2022-04-21,FW,2022-04-30,0.00,-45225.00,H,12,Thursday,Apfel,Filiale_1090
1543,-3517.50,Filiale_1090__Apfel,3908000304,2022-04-22,FW,2022-04-30,0.00,-3517.50,H,12,Friday,Apfel,Filiale_1090
1544,75890.57,Filiale_1090__Apfel,3908000304,2022-04-23,FW,2022-04-30,75890.57,0.00,S,12,Saturday,Apfel,Filiale_1090
1545,-251601.75,Filiale_1090__Apfel,3908000304,2022-04-23,FW,2022-04-30,0.00,-251601.75,H,12,Saturday,Apfel,Filiale_1090
1546,-2170061.33,Filiale_1090__Apfel,3908000304,2022-04-25,FW,2022-04-30,0.00,-2170061.33,H,12,Monday,Apfel,Filiale_1090
1547,-5757701.28,Filiale_1090__Apfel,3908000304,2022-04-26,FW,2022-04-30,0.00,-5757701.28,H,12,Tuesday,Apfel,Filiale_1090
1548,-1006404.99,Filiale_1090__Apfel,3908000304,2022-04-27,FW,2022-04-30,0.00,-1006404.99,H,12,Wednesday,Apfel,Filiale_1090
1549,-2044261.46,Filiale_1090__Apfel,3908000304,2022-04-28,FW,2022-04-30,0.00,-2044261.46,H,12,Thursday,Apfel,Filiale_1090
1550,-7738.50,Filiale_1090__Apfel,3908000304,2022-04-29,FW,2022-04-30,0.00,-7738.50,H,12,Friday,Apfel,Filiale_1090
1551,-99495.00,Filiale_1090__Apfel,3908000304,2022-04-30,FW,2022-04-30,0.00,-99495.00,H,12,Saturday,Apfel,Filiale_1090
1552,-7722.42,Filiale_1090__Apfel,3908000304,2022-04-30,FW,2022-05-31,0.00,-7722.42,H,12,Saturday,Apfel,Filiale_1090
1553,-220808.55,Filiale_1090__Apfel,3908000304,2022-05-02,FW,2022-05-31,0.00,-220808.55,H,12,Monday,Apfel,Filiale_1090
1554,-601209.09,Filiale_1090__Apfel,3908000304,2022-05-03,FW,2022-05-31,0.00,-601209.09,H,12,Tuesday,Apfel,Filiale_1090
1555,-208007.87,Filiale_1090__Apfel,3908000304,2022-05-04,FW,2022-05-31,0.00,-208007.87,H,12,Wednesday,Apfel,Filiale_1090
1556,-102403.47,Filiale_1090__Apfel,3908000304,2022-05-05,FW,2022-05-31,0.00,-102403.47,H,12,Thursday,Apfel,Filiale_1090
1557,-25601.37,Filiale_1090__Apfel,3908000304,2022-05-06,FW,2022-05-31,0.00,-25601.37,H,12,Friday,Apfel,Filiale_1090
1558,-82640.15,Filiale_1090__Apfel,3908000304,2022-05-07,FW,2022-05-31,0.00,-82640.15,H,12,Saturday,Apfel,Filiale_1090
1559,-27135.00,Filiale_1090__Apfel,3908000304,2022-05-07,FW,2022-05-31,0.00,-27135.00,H,12,Saturday,Apfel,Filiale_1090
1560,-2110.50,Filiale_1090__Apfel,3908000304,2022-05-09,FW,2022-05-31,0.00,-2110.50,H,12,Monday,Apfel,Filiale_1090
1561,-3684063.68,Filiale_1090__Apfel,3908000304,2022-05-10,FW,2022-05-31,0.00,-3684063.68,H,12,Tuesday,Apfel,Filiale_1090
1608,-3035015.58,Filiale_1090__Apfel,3908000304,2022-06-25,FW,2022-06-30,0.00,-3035015.58,H,12,Saturday,Apfel,Filiale_1090
1609,-43985.84,Filiale_1090__Apfel,3908000304,2022-06-27,FW,2022-06-30,0.00,-43985.84,H,12,Monday,Apfel,Filiale_1090
1610,-1407543.71,Filiale_1090__Apfel,3908000304,2022-06-28,FW,2022-06-30,0.00,-1407543.71,H,12,Tuesday,Apfel,Filiale_1090
1611,-2859073.25,Filiale_1090__Apfel,3908000304,2022-06-29,FW,2022-06-30,0.00,-2859073.25,H,12,Wednesday,Apfel,Filiale_1090
1612,-185005.43,Filiale_1090__Apfel,3908000304,2022-06-30,FW,2022-06-30,0.00,-185005.43,H,12,Thursday,Apfel,Filiale_1090
1613,-351885.68,Filiale_1090__Apfel,3908000304,2022-07-01,FW,2022-07-31,0.00,-351885.68,H,12,Friday,Apfel,Filiale_1090
1614,-8271937.92,Filiale_1090__Apfel,3908000304,2022-07-02,FW,2022-07-31,0.00,-8271937.92,H,12,Saturday,Apfel,Filiale_1090
1615,-106140.06,Filiale_1090__Apfel,3908000304,2022-07-02,FW,2022-07-31,0.00,-106140.06,H,12,Saturday,Apfel,Filiale_1090
1616,-280619.12,Filiale_1090__Apfel,3908000304,2022-07-04,FW,2022-07-31,0.00,-280619.12,H,12,Monday,Apfel,Filiale_1090
1617,-21808.50,Filiale_1090__Apfel,3908000304,2022-07-05,FW,2022-07-31,0.00,-21808.50,H,12,Tuesday,Apfel,Filiale_1090
1618,-82874.31,Filiale_1090__Apfel,3908000304,2022-07-06,FW,2022-07-31,0.00,-82874.31,H,12,Wednesday,Apfel,Filiale_1090
1619,-274752.93,Filiale_1090__Apfel,3908000304,2022-07-07,FW,2022-07-31,0.00,-274752.93,H,12,Thursday,Apfel,Filiale_1090
1620,-6229333.71,Filiale_1090__Apfel,3908000304,2022-07-08,FW,2022-07-31,0.00,-6229333.71,H,12,Friday,Apfel,Filiale_1090
1621,-2369747.79,Filiale_1090__Apfel,3908000304,2022-07-09,FW,2022-07-31,0.00,-2369747.79,H,12,Saturday,Apfel,Filiale_1090
1622,-2232371.33,Filiale_1090__Apfel,3908000304,2022-07-09,FW,2022-07-31,0.00,-2232371.33,H,12,Saturday,Apfel,Filiale_1090
1623,-1099013.73,Filiale_1090__Apfel,3908000304,2022-07-11,FW,2022-07-31,0.00,-1099013.73,H,12,Monday,Apfel,Filiale_1090
1624,-17587.50,Filiale_1090__Apfel,3908000304,2022-07-12,FW,2022-07-31,0.00,-17587.50,H,12,Tuesday,Apfel,Filiale_1090
1625,-2010.00,Filiale_1090__Apfel,3908000304,2022-07-13,FW,2022-07-31,0.00,-2010.00,H,12,Wednesday,Apfel,Filiale_1090
1626,-226125.00,Filiale_1090__Apfel,3908000304,2022-07-14,FW,2022-07-31,0.00,-226125.00,H,12,Thursday,Apfel,Filiale_1090
1627,-5377016.33,Filiale_1090__Apfel,3908000304,2022-07-15,FW,2022-07-31,0.00,-5377016.33,H,12,Friday,Apfel,Filiale_1090
1628,-72211.26,Filiale_1090__Apfel,3908000304,2022-07-16,FW,2022-07-31,0.00,-72211.26,H,12,Saturday,Apfel,Filiale_1090
1629,-2064850.89,Filiale_1090__Apfel,3908000304,2022-07-16,FW,2022-07-31,0.00,-2064850.89,H,12,Saturday,Apfel,Filiale_1090
1630,-1945150.37,Filiale_1090__Apfel,3908000304,2022-07-18,FW,2022-07-31,0.00,-1945150.37,H,12,Monday,Apfel,Filiale_1090
1631,-957612.24,Filiale_1090__Apfel,3908000304,2022-07-19,FW,2022-07-31,0.00,-957612.24,H,12,Tuesday,Apfel,Filiale_1090
1632,-239403.06,Filiale_1090__Apfel,3908000304,2022-07-20,FW,2022-07-31,0.00,-239403.06,H,12,Wednesday,Apfel,Filiale_1090
1633,-407025.00,Filiale_1090__Apfel,3908000304,2022-07-21,FW,2022-07-31,0.00,-407025.00,H,12,Thursday,Apfel,Filiale_1090
1634,-8040.00,Filiale_1090__Apfel,3908000304,2022-07-22,FW,2022-07-31,0.00,-8040.00,H,12,Friday,Apfel,Filiale_1090
1635,-31657.50,Filiale_1090__Apfel,3908000304,2022-07-23,FW,2022-07-31,0.00,-31657.50,H,12,Saturday,Apfel,Filiale_1090
1636,-490865.12,Filiale_1090__Apfel,3908000304,2022-07-23,FW,2022-07-31,0.00,-490865.12,H,12,Saturday,Apfel,Filiale_1090
1637,-17166.41,Filiale_1090__Apfel,3908000304,2022-07-25,FW,2022-07-31,0.00,-17166.41,H,12,Monday,Apfel,Filiale_1090
1638,-1306986.42,Filiale_1090__Apfel,3908000304,2022-07-26,FW,2022-07-31,0.00,-1306986.42,H,12,Tuesday,Apfel,Filiale_1090
1639,-227647.58,Filiale_1090__Apfel,3908000304,2022-07-27,FW,2022-07-31,0.00,-227647.58,H,12,Wednesday,Apfel,Filiale_1090
1640,-462409.55,Filiale_1090__Apfel,3908000304,2022-07-28,FW,2022-07-31,0.00,-462409.55,H,12,Thursday,Apfel,Filiale_1090
1641,-56912.15,Filiale_1090__Apfel,3908000304,2022-07-29,FW,2022-07-31,0.00,-56912.15,H,12,Friday,Apfel,Filiale_1090
1642,-4020.00,Filiale_1090__Apfel,3908000304,2022-07-30,FW,2022-07-31,0.00,-4020.00,H,12,Saturday,Apfel,Filiale_1090
1643,-153765.00,Filiale_1090__Apfel,3908000304,2022-07-30,FW,2022-07-31,0.00,-153765.00,H,12,Saturday,Apfel,Filiale_1090
1644,-11959.50,Filiale_1090__Apfel,3908000304,2022-08-01,FW,2022-08-31,0.00,-11959.50,H,12,Monday,Apfel,Filiale_1090
1645,-33348.92,Filiale_1090__Apfel,3908000304,2022-08-02,FW,2022-08-31,0.00,-33348.92,H,12,Tuesday,Apfel,Filiale_1090
1646,-4104.42,Filiale_1090__Apfel,3908000304,2022-08-03,FW,2022-08-31,0.00,-4104.42,H,12,Wednesday,Apfel,Filiale_1090
1647,-16417.68,Filiale_1090__Apfel,3908000304,2022-08-04,FW,2022-08-31,0.00,-16417.68,H,12,Thursday,Apfel,Filiale_1090
1648,-1238.16,Filiale_1090__Apfel,3908000304,2022-08-05,FW,2022-08-31,0.00,-1238.16,H,12,Friday,Apfel,Filiale_1090
1649,-35400.12,Filiale_1090__Apfel,3908000304,2022-08-06,FW,2022-08-31,0.00,-35400.12,H,12,Saturday,Apfel,Filiale_1090
1650,-92963.51,Filiale_1090__Apfel,3908000304,2022-08-06,FW,2022-08-31,0.00,-92963.51,H,12,Saturday,Apfel,Filiale_1090
1651,-2125.58,Filiale_1090__Apfel,3908000304,2022-08-08,FW,2022-08-31,0.00,-2125.58,H,12,Monday,Apfel,Filiale_1090
1652,-703.50,Filiale_1090__Apfel,3908000304,2022-08-09,FW,2022-08-31,0.00,-703.50,H,12,Tuesday,Apfel,Filiale_1090
1653,-9045.00,Filiale_1090__Apfel,3908000304,2022-08-10,FW,2022-08-31,0.00,-9045.00,H,12,Wednesday,Apfel,Filiale_1090
1654,-276473.49,Filiale_1090__Apfel,3908000304,2022-08-11,FW,2022-08-31,0.00,-276473.49,H,12,Thursday,Apfel,Filiale_1090
1655,-6262635.39,Filiale_1090__Apfel,3908000304,2022-08-12,FW,2022-08-31,0.00,-6262635.39,H,12,Friday,Apfel,Filiale_1090
1656,-2384587.62,Filiale_1090__Apfel,3908000304,2022-08-13,FW,2022-08-31,0.00,-2384587.62,H,12,Saturday,Apfel,Filiale_1090
1657,-83392.89,Filiale_1090__Apfel,3908000304,2022-08-13,FW,2022-08-31,0.00,-83392.89,H,12,Saturday,Apfel,Filiale_1090
1658,-2246350.88,Filiale_1090__Apfel,3908000304,2022-08-15,FW,2022-08-31,0.00,-2246350.88,H,12,Monday,Apfel,Filiale_1090
1659,-1105895.97,Filiale_1090__Apfel,3908000304,2022-08-16,FW,2022-08-31,0.00,-1105895.97,H,12,Tuesday,Apfel,Filiale_1090
1660,-22512.00,Filiale_1090__Apfel,3908000304,2022-08-17,FW,2022-08-31,0.00,-22512.00,H,12,Wednesday,Apfel,Filiale_1090
1661,-4020.00,Filiale_1090__Apfel,3908000304,2022-08-18,FW,2022-08-31,0.00,-4020.00,H,12,Thursday,Apfel,Filiale_1090
1662,-289440.00,Filiale_1090__Apfel,3908000304,2022-08-19,FW,2022-08-31,0.00,-289440.00,H,12,Friday,Apfel,Filiale_1090
1672,-265242.62,Filiale_1090__Apfel,3908000304,2022-08-29,FW,2022-08-31,0.00,-265242.62,H,12,Monday,Apfel,Filiale_1090
1673,-538774.47,Filiale_1090__Apfel,3908000304,2022-08-30,FW,2022-08-31,0.00,-538774.47,H,12,Tuesday,Apfel,Filiale_1090
1674,-66310.91,Filiale_1090__Apfel,3908000304,2022-08-31,FW,2022-08-31,0.00,-66310.91,H,12,Wednesday,Apfel,Filiale_1090
1675,-571929.42,Filiale_1090__Apfel,3908000304,2022-09-01,FW,2022-09-30,0.00,-571929.42,H,12,Thursday,Apfel,Filiale_1090
1676,-1523057.40,Filiale_1090__Apfel,3908000304,2022-09-02,FW,2022-09-30,0.00,-1523057.40,H,12,Friday,Apfel,Filiale_1090
1677,-20001.51,Filiale_1090__Apfel,3908000304,2022-09-03,FW,2022-09-30,0.00,-20001.51,H,12,Saturday,Apfel,Filiale_1090
1678,-45225.00,Filiale_1090__Apfel,3908000304,2022-09-03,FW,2022-09-30,0.00,-45225.00,H,12,Saturday,Apfel,Filiale_1090
1679,-3517.50,Filiale_1090__Apfel,3908000304,2022-09-05,FW,2022-09-30,0.00,-3517.50,H,12,Monday,Apfel,Filiale_1090
1680,-75890.57,Filiale_1090__Apfel,3908000304,2022-09-06,FW,2022-09-30,0.00,-75890.57,H,12,Tuesday,Apfel,Filiale_1090
1681,-251601.75,Filiale_1090__Apfel,3908000304,2022-09-07,FW,2022-09-30,0.00,-251601.75,H,12,Wednesday,Apfel,Filiale_1090
1682,-2170061.33,Filiale_1090__Apfel,3908000304,2022-09-08,FW,2022-09-30,0.00,-2170061.33,H,12,Thursday,Apfel,Filiale_1090
1683,-5757701.28,Filiale_1090__Apfel,3908000304,2022-09-09,FW,2022-09-30,0.00,-5757701.28,H,12,Friday,Apfel,Filiale_1090
1684,-1006404.99,Filiale_1090__Apfel,3908000304,2022-09-10,FW,2022-09-30,0.00,-1006404.99,H,12,Saturday,Apfel,Filiale_1090
1685,-2044261.46,Filiale_1090__Apfel,3908000304,2022-09-10,FW,2022-09-30,0.00,-2044261.46,H,12,Saturday,Apfel,Filiale_1090
1686,-7738.50,Filiale_1090__Apfel,3908000304,2022-09-12,FW,2022-09-30,0.00,-7738.50,H,12,Monday,Apfel,Filiale_1090
1687,-99495.00,Filiale_1090__Apfel,3908000304,2022-09-13,FW,2022-09-30,0.00,-99495.00,H,12,Tuesday,Apfel,Filiale_1090
1688,-7722.42,Filiale_1090__Apfel,3908000304,2022-09-14,FW,2022-09-30,0.00,-7722.42,H,12,Wednesday,Apfel,Filiale_1090
1689,-220808.55,Filiale_1090__Apfel,3908000304,2022-09-15,FW,2022-09-30,0.00,-220808.55,H,12,Thursday,Apfel,Filiale_1090
1690,-601209.09,Filiale_1090__Apfel,3908000304,2022-09-16,FW,2022-09-30,0.00,-601209.09,H,12,Friday,Apfel,Filiale_1090
1691,-208007.87,Filiale_1090__Apfel,3908000304,2022-09-17,FW,2022-09-30,0.00,-208007.87,H,12,Saturday,Apfel,Filiale_1090
1692,-102403.47,Filiale_1090__Apfel,3908000304,2022-09-17,FW,2022-09-30,0.00,-102403.47,H,12,Saturday,Apfel,Filiale_1090
1693,-25601.37,Filiale_1090__Apfel,3908000304,2022-09-19,FW,2022-09-30,0.00,-25601.37,H,12,Monday,Apfel,Filiale_1090
1694,-82640.15,Filiale_1090__Apfel,3908000304,2022-09-20,FW,2022-09-30,0.00,-82640.15,H,12,Tuesday,Apfel,Filiale_1090
1695,-27135.00,Filiale_1090__Apfel,3908000304,2022-09-21,FW,2022-09-30,0.00,-27135.00,H,12,Wednesday,Apfel,Filiale_1090
1696,-2110.50,Filiale_1090__Apfel,3908000304,2022-09-22,FW,2022-09-30,0.00,-2110.50,H,12,Thursday,Apfel,Filiale_1090
1697,-3684063.68,Filiale_1090__Apfel,3908000304,2022-09-23,FW,2022-09-30,0.00,-3684063.68,H,12,Friday,Apfel,Filiale_1090
1743,-1006404.99,Filiale_1090__Apfel,3908000304,2022-11-08,FW,2022-11-30,0.00,-1006404.99,H,12,Tuesday,Apfel,Filiale_1090
1744,-2044261.46,Filiale_1090__Apfel,3908000304,2022-11-09,FW,2022-11-30,0.00,-2044261.46,H,12,Wednesday,Apfel,Filiale_1090
1745,-7738.50,Filiale_1090__Apfel,3908000304,2022-11-10,FW,2022-11-30,0.00,-7738.50,H,12,Thursday,Apfel,Filiale_1090
1746,-99495.00,Filiale_1090__Apfel,3908000304,2022-11-11,FW,2022-11-30,0.00,-99495.00,H,12,Friday,Apfel,Filiale_1090
1747,-7722.42,Filiale_1090__Apfel,3908000304,2022-11-12,FW,2022-11-30,0.00,-7722.42,H,12,Saturday,Apfel,Filiale_1090
1748,-220808.55,Filiale_1090__Apfel,3908000304,2022-11-12,FW,2022-11-30,0.00,-220808.55,H,12,Saturday,Apfel,Filiale_1090
1749,-601209.09,Filiale_1090__Apfel,3908000304,2022-11-14,FW,2022-11-30,0.00,-601209.09,H,12,Monday,Apfel,Filiale_1090
1750,-208007.87,Filiale_1090__Apfel,3908000304,2022-11-15,FW,2022-11-30,0.00,-208007.87,H,12,Tuesday,Apfel,Filiale_1090
1751,-102403.47,Filiale_1090__Apfel,3908000304,2022-11-16,FW,2022-11-30,0.00,-102403.47,H,12,Wednesday,Apfel,Filiale_1090
1752,-25601.37,Filiale_1090__Apfel,3908000304,2022-11-17,FW,2022-11-30,0.00,-25601.37,H,12,Thursday,Apfel,Filiale_1090
1753,-82640.15,Filiale_1090__Apfel,3908000304,2022-11-18,FW,2022-11-30,0.00,-82640.15,H,12,Friday,Apfel,Filiale_1090
1754,-27135.00,Filiale_1090__Apfel,3908000304,2022-11-19,FW,2022-11-30,0.00,-27135.00,H,12,Saturday,Apfel,Filiale_1090
1755,-2110.50,Filiale_1090__Apfel,3908000304,2022-11-19,FW,2022-11-30,0.00,-2110.50,H,12,Saturday,Apfel,Filiale_1090
1756,-3684063.68,Filiale_1090__Apfel,3908000304,2022-11-21,FW,2022-11-30,0.00,-3684063.68,H,12,Monday,Apfel,Filiale_1090
1828,-22512.00,Filiale_1090__Apfel,3908000304,2022-04-02,FW,2022-04-30,0.00,-22512.00,H,12,Saturday,Apfel,Filiale_1090
1830,-66310.91,Filiale_1090__Apfel,3908000304,2022-04-16,FW,2022-04-30,0.00,-66310.91,H,12,Saturday,Apfel,Filiale_1090
1831,-251601.75,Filiale_1090__Apfel,3908000304,2022-04-23,FW,2022-04-30,0.00,-251601.75,H,12,Saturday,Apfel,Filiale_1090
1848,-22512.00,Filiale_1090__Apfel,3908000304,2022-04-02,FW,2022-04-30,0.00,-22512.00,H,12,Saturday,Apfel,Filiale_1090
